Type,215023_s_at,215029_at,214976_at,214967_at,214970_s_at,215001_s_at,214982_at,215108_x_at,215107_s_at,215136_s_at,215135_at,215124_at,215071_s_at,215069_at,215067_x_at,215075_s_at,215084_s_at,215078_at,214831_at,214840_at,214822_at,214843_s_at,214845_s_at,214815_at
3.0,0.2991024006798391,0.6161314740512892,0.514173313214053,0.21378145437221213,0.4690274649892573,0.4767729639006633,0.3016039738287491,0.031696571723339916,0.06817628921388368,0.8227597820973473,0.11550308008213542,0.3217750257997928,0.5292830559077341,0.1419106261927909,0.1862023931776574,0.707744540754649,0.29853046083606843,0.3592155904453544,0.6211031175059955,0.04766559704188536,0.35325365205843245,0.6640980256720199,0.30508821431893607,0.2680705748434836
1.0,0.68736721903548,0.12951384179184142,0.5790579866350504,0.3006193425440684,0.5393078097900644,0.8344048397955601,0.3511236569728002,0.03763343417866821,0.8322282255098865,0.341376277519073,0.3747433264887087,0.5988648090815263,0.8636814445216963,0.20798674876669926,0.07790105817743424,0.5076828107718819,0.3000142673705237,0.5013745494532357,0.436742779689292,0.22644027456063923,0.5387339530765828,0.6551761353824899,0.8530092090167747,0.33347562132422714
2.0,0.35294508179307427,0.4947953812563718,0.958719551627506,0.4334098488457711,0.8647977013279484,0.5791682075498533,0.5951990196722031,0.061234495610672,0.2486775480184437,0.5595175597084626,0.898767967145793,0.9279669762641856,0.6763169195533922,0.4057470022685541,1.0,0.17100748476041072,0.3516193465544305,0.8075630765471303,0.6969867584193516,0.06109611747455215,0.8167330677290856,0.7684049962585621,0.45865864624352737,0.6184310377537465
2.0,1.0,0.11815075236165855,0.5712438025436505,0.28853566633461775,0.48171157878387855,1.0,0.3460250771351666,0.03646697431464675,0.5541427399507792,0.7399963182905962,0.5434291581108825,0.5440660474716178,0.7662058811500547,0.17314824817255392,0.3250546948251998,0.5372823375086809,0.0,0.4954487140326227,0.43945365446773027,0.055830163418832346,0.5413014608233746,0.8341607667069594,0.668686242287061,0.3377916903813319
2.0,0.009427448480986202,0.1679960795810052,0.6078357404613055,0.35584044350123434,0.6406512904144341,0.5643852113143499,0.4420228013742092,0.04443933246894478,0.8535345534779781,0.16727914857061005,0.616632443531828,0.7073271413828679,0.0,0.3292103273198665,0.2147441621645754,0.3115820880166669,0.3220573548295056,0.606878856374855,0.07146282973621065,1.0,0.6623284639220898,0.5140807574972661,0.34315215032092033,0.3787943464238286
3.0,0.6732791586998089,0.10172087141813271,0.5040418193576192,0.15864697474987965,0.5254070565090216,0.29112261637223924,0.220157990328016,0.024086699104474855,0.8146587083816583,0.3800683161633859,0.40246406570842047,0.3969040247678027,0.8623318064700831,0.02553022937596789,0.2694445684689914,0.3587386506854601,0.3040804679697539,0.267701142403324,0.14943175894067376,0.6699194593790508,0.3110225763612197,0.5039860703390321,0.5841679327772784,0.22014323657749985
1.0,0.8522015083917576,0.21008807816335373,0.6958935115326571,0.45580146390055765,0.9541818746602468,0.9497103139608755,0.6907590975732505,0.06814030978571528,0.44995332522418036,0.5952233229472772,0.6980492813141688,0.821052631578944,0.5925933499652366,0.2772316445212637,0.03141603786221354,0.2706911185987293,0.36059352261378264,0.8497770175331402,0.792451256386196,0.06005482712455107,0.7688357680389578,0.5891829275312268,0.7525968187032959,0.48626920887877123
1.0,0.547748034841726,0.3246728244081087,0.550765251131708,0.3147386201221361,0.4783722916828457,0.5528973345091455,0.3455874307971724,0.033139542989390314,0.6477610251478035,0.6082797553708645,0.5927104722792641,0.6453044375645002,0.6765162979019258,0.22854776565481955,0.19543354020627732,0.6637567838678977,0.44768155228991363,0.522512065489646,0.44274840996767845,0.054657117963321004,0.5791943337760092,0.7493668335923558,0.5955288208117581,0.25815784481123205
3.0,0.7107897811769716,0.13409495639846508,0.9067148092261256,0.3847286586686289,0.6147912298413188,0.3964052380545996,0.5095516313267248,0.04821754708826524,0.5902180984979208,0.8514225716058392,0.6468172484599611,0.680804953560371,0.5338943192507464,1.0,0.24508862794124217,0.20993338306026396,0.3294906548723076,0.6735292320850386,0.4620998853091443,0.05619567758250632,0.6981850376272682,0.7574756806538885,0.6047068307959441,0.3903671030165055
2.0,0.9610818992989169,0.15706616144600444,0.6090752317309766,0.3601281995755547,0.6253526960213299,0.40782199717425727,0.4435545635571894,0.0491144664259391,0.21648043902577008,0.6648008127032606,0.5663244353182788,0.634674922600619,0.7179563208048749,0.2768355478736815,0.1973366968790463,0.3504822654903677,0.350820373805108,0.6029690268189859,0.4434782608695649,0.05894978430414171,0.5933598937583007,0.6905758936280433,0.5958016805680443,0.37179852020489534
1.0,0.31917888251540266,0.15298822561661277,0.03944815693037285,0.06362337043613785,0.06367942843830074,0.7211001431836067,0.0,0.011118546711837927,0.5338208254363384,0.649862617695387,0.004414784394252082,0.37007223942208384,0.4832624432538544,0.1730762306002666,0.12295173460731344,0.3351372206075259,1.0,0.027490989064696447,0.3654884787821915,0.20831332214123294,0.11429836210712523,0.284104645139009,0.5761867849058944,0.11155378486055868
2.0,0.6926784576163165,0.01884513907423863,0.5134188402672971,0.26380527523929054,0.3545080375863936,0.4567794119041526,0.22952362196109347,0.02954721838824058,0.6941133206981415,0.6824934717837889,0.40882956878850324,0.541795665634676,0.6740368492086211,0.05772208418854199,0.08189712907978715,0.13346022274235478,0.34452846340419485,0.3900054981978142,0.4188510061516008,0.4593450496206728,0.4304559539619284,0.26708829793357536,0.6902855725403867,0.2520394612028085
1.0,0.4891385171021884,0.1204916275426937,0.2343177408924321,0.10853653254796594,0.21876213403743075,0.6933120928512502,0.10074618700628035,0.010098475237125966,0.5488472744759695,0.8324072243320091,0.1141683778234089,0.30474716202270147,0.47253179829045855,0.09635951172085955,0.13309818279233826,0.4965508372128914,0.501869025538594,0.18272344065000942,0.34388489208633094,0.051477994772297475,0.11961044710048455,0.6877338398664594,0.9206350190691761,0.17093530639347396
2.0,0.3570745697896756,0.3055039007293905,0.5680103470575547,0.27558577677681945,0.553726282001501,0.50413904929878,0.34013873388914406,0.03692937573484653,0.5052275748917995,0.6749936933681505,0.5518480492813141,0.6058823529411755,0.9256778863850144,0.2840913182816606,0.6454491672991918,0.33482342652846003,0.8462548152375519,0.5041236483597042,0.4356792826608283,0.058125252353528695,0.5310314298362117,0.4078598975421631,0.7940715016588633,0.3217368620755077
3.0,0.5692718291905682,0.1317365793469176,0.6091291226557428,0.5063450127766461,0.6551733064119487,0.2697209342019171,0.5271668964309938,0.050271631789052064,0.17856920596305625,0.5193119294202676,0.623203285420947,0.7287925696594402,0.6843073902907852,0.8057325987540961,0.13361164441666284,0.6480002057666094,0.3520331002996148,0.7038915022298252,0.46016056719841486,0.058907282657202985,0.7138556883576804,0.7608285845852758,0.7756224613190289,0.42363877822045154
2.0,0.7164860845549184,0.13666335589616133,0.3698534166846286,0.24202000952834551,0.5354508037586388,0.838856806910743,0.22740103722182095,0.019578866163834165,0.7241068145172695,0.6499921593225662,0.5031827515400414,0.5330237358101121,0.7373420310007768,0.06488783263116175,0.2891068000178592,0.023529411764706055,0.34799543444143327,0.3061885270938974,0.4160984256073401,0.2853263063943728,0.335546702080568,0.3425286363898004,0.6972124895352085,0.28011762473913904
1.0,0.9831766517951986,0.04378968002205243,0.6251347273119207,0.41976698860929396,0.7194739975667214,0.8563138281227775,0.5402744042539224,0.051019839112189276,0.25152895250487955,0.7507073654642027,0.7337782340862443,0.7235294117647055,0.6988364484070181,0.25683266717079006,0.0329675849444123,0.6185910131433422,0.34678270794692523,0.7485490866882522,0.6051715149619431,0.00019125741122461668,0.9237715803452853,0.7195648419962012,0.5997147375275185,0.42164674634794225
