Method,Dataset,Feature Selection method,Classification method,No. genes,No. selected genes,Iterations,Initialized particles,Accuracy,Precision,Sensitivity,F-measure
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,Random_Forest,501,246,200,20,0.75,0.6640211640211641,0.75,0.7023420479302831
Hybrid approach,Ridge_GLA_BRA_180_df,Particle_Swarm_Optimization,Naive_Bayes,1001,440,200,20,0.75,0.6463443963443963,0.75,0.6930827886710238
Hybrid approach,Ridge_GLA_BRA_180_df,Particle_Swarm_Optimization,SVM,1001,440,200,20,0.75,0.6445279866332498,0.75,0.691137566137566
Hybrid approach,Ridge_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,1001,440,200,20,0.8055555555555556,0.8492063492063492,0.8055555555555556,0.794234360410831
Hybrid approach,Ridge_GLA_BRA_180_df,Particle_Swarm_Optimization,Random_Forest,1001,440,200,20,0.7777777777777778,0.6723057644110276,0.7777777777777778,0.7189153439153438
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Particle_Swarm_Optimization,Naive_Bayes,101,49,200,20,0.7222222222222222,0.6555080721747388,0.7222222222222222,0.682706576994727
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Particle_Swarm_Optimization,SVM,101,49,200,20,0.7222222222222222,0.6415343915343915,0.7222222222222222,0.666547229047229
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,101,49,200,20,0.6666666666666666,0.5888888888888889,0.6666666666666666,0.6234567901234568
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Particle_Swarm_Optimization,Random_Forest,101,49,200,20,0.7777777777777778,0.6749512670565303,0.7777777777777778,0.7218614718614719
Hybrid approach,chi2_GLA_BRA_180_df,Artificial_Bee_Colony,Naive_Bayes,501,31,50,100,0.7777777777777778,0.8029100529100529,0.7777777777777778,0.7486383442265795
Hybrid approach,chi2_GLA_BRA_180_df,Artificial_Bee_Colony,SVM,501,31,50,100,0.7222222222222222,0.6177248677248677,0.7222222222222222,0.6615497076023392
Hybrid approach,chi2_GLA_BRA_180_df,Artificial_Bee_Colony,kNN,501,31,50,100,0.7222222222222222,0.7003968253968254,0.7222222222222222,0.6891923436041084
Hybrid approach,chi2_GLA_BRA_180_df,Artificial_Bee_Colony,Random_Forest,501,31,50,100,0.75,0.7278613199665832,0.75,0.7215608465608465
Hybrid approach,Ridge_GLA_BRA_180_df,Artificial_Bee_Colony,Naive_Bayes,1001,28,50,100,0.7222222222222222,0.6427411120393577,0.7222222222222222,0.6759746588693957
Hybrid approach,Ridge_GLA_BRA_180_df,Artificial_Bee_Colony,SVM,1001,28,50,100,0.7222222222222222,0.621653038319705,0.7222222222222222,0.6669389978213507
Hybrid approach,Ridge_GLA_BRA_180_df,Artificial_Bee_Colony,kNN,1001,28,50,100,0.75,0.7515756302521007,0.75,0.7436868686868687
Hybrid approach,Ridge_GLA_BRA_180_df,Artificial_Bee_Colony,Random_Forest,1001,28,50,100,0.7222222222222222,0.6362433862433863,0.7222222222222222,0.6745642701525054
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Artificial_Bee_Colony,Naive_Bayes,101,57,50,100,0.7777777777777778,0.6878306878306879,0.7777777777777778,0.7239469862018881
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Artificial_Bee_Colony,SVM,101,57,50,100,0.75,0.6524216524216525,0.75,0.6965046888320545
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Artificial_Bee_Colony,kNN,101,57,50,100,0.75,0.6801994301994303,0.75,0.7088503678444001
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Artificial_Bee_Colony,Random_Forest,101,57,50,100,0.75,0.6574074074074073,0.75,0.6958473625140292
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,Naive_Bayes,501,117,50,100,0.8055555555555556,0.8322723028605381,0.8055555555555556,0.7777176527176528
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,SVM,501,117,50,100,0.75,0.6445279866332498,0.75,0.691137566137566
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,117,50,100,0.7777777777777778,0.7807713728766361,0.7777777777777778,0.7622159975101152
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,Random_Forest,501,117,50,100,0.75,0.6485890652557319,0.75,0.6907894736842104
Hybrid approach,Ridge_GLA_BRA_180_df,Particle_Swarm_Optimization,Naive_Bayes,1001,411,50,100,0.7777777777777778,0.7552521008403361,0.7777777777777778,0.753908128908129
Hybrid approach,Ridge_GLA_BRA_180_df,Particle_Swarm_Optimization,SVM,1001,411,50,100,0.7777777777777778,0.8029100529100529,0.7777777777777778,0.7486383442265795
Hybrid approach,Ridge_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,1001,411,50,100,0.8055555555555556,0.8492063492063492,0.8055555555555556,0.794234360410831
Hybrid approach,Ridge_GLA_BRA_180_df,Particle_Swarm_Optimization,Random_Forest,1001,411,50,100,0.7222222222222222,0.6177248677248677,0.7222222222222222,0.6615497076023392
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Particle_Swarm_Optimization,Naive_Bayes,101,66,50,100,0.75,0.669753086419753,0.75,0.7069221628045158
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Particle_Swarm_Optimization,SVM,101,66,50,100,0.7777777777777778,0.6686381357433989,0.7777777777777778,0.718855218855219
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,101,66,50,100,0.7222222222222222,0.6212962962962963,0.7222222222222222,0.6663860830527497
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Particle_Swarm_Optimization,Random_Forest,101,66,50,100,0.7222222222222222,0.6284113060428851,0.7222222222222222,0.6712121212121213
Hybrid approach,chi2_GLA_BRA_180_df,Artificial_Bee_Colony,Naive_Bayes,501,222,100,50,0.8055555555555556,0.8322723028605381,0.8055555555555556,0.7777176527176528
Hybrid approach,chi2_GLA_BRA_180_df,Artificial_Bee_Colony,SVM,501,222,100,50,0.75,0.6485890652557319,0.75,0.6907894736842104
Hybrid approach,chi2_GLA_BRA_180_df,Artificial_Bee_Colony,kNN,501,222,100,50,0.8055555555555556,0.8000051872600893,0.8055555555555556,0.7939039517986886
Hybrid approach,chi2_GLA_BRA_180_df,Artificial_Bee_Colony,Random_Forest,501,222,100,50,0.75,0.6445279866332498,0.75,0.691137566137566
Hybrid approach,Ridge_GLA_BRA_180_df,Artificial_Bee_Colony,Naive_Bayes,1001,74,100,50,0.7222222222222222,0.7092670401493931,0.7222222222222222,0.7038239538239538
Hybrid approach,Ridge_GLA_BRA_180_df,Artificial_Bee_Colony,SVM,1001,74,100,50,0.75,0.6445279866332498,0.75,0.691137566137566
Hybrid approach,Ridge_GLA_BRA_180_df,Artificial_Bee_Colony,kNN,1001,74,100,50,0.75,0.7383124546114742,0.75,0.7283028861976231
Hybrid approach,Ridge_GLA_BRA_180_df,Artificial_Bee_Colony,Random_Forest,1001,74,100,50,0.75,0.6435185185185186,0.75,0.6910774410774411
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Artificial_Bee_Colony,Naive_Bayes,101,22,100,50,0.7222222222222222,0.6381874298540965,0.7222222222222222,0.6774608833432363
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Artificial_Bee_Colony,SVM,101,22,100,50,0.6666666666666666,0.5815217391304348,0.6666666666666666,0.6103988603988604
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Artificial_Bee_Colony,kNN,101,22,100,50,0.6666666666666666,0.5808080808080808,0.6666666666666666,0.6068684783855063
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Artificial_Bee_Colony,Random_Forest,101,22,100,50,0.7222222222222222,0.6157407407407408,0.7222222222222222,0.6632996632996633
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,Naive_Bayes,501,129,100,50,0.8055555555555556,0.8322723028605381,0.8055555555555556,0.7777176527176528
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,SVM,501,129,100,50,0.7222222222222222,0.6177248677248677,0.7222222222222222,0.6615497076023392
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,129,100,50,0.8055555555555556,0.8127917833800186,0.8055555555555556,0.7991929094870271
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,Random_Forest,501,129,100,50,0.7777777777777778,0.8029100529100529,0.7777777777777778,0.7486383442265795
Hybrid approach,Ridge_GLA_BRA_180_df,Particle_Swarm_Optimization,Naive_Bayes,1001,419,100,50,0.7777777777777778,0.693082788671024,0.7777777777777778,0.7323232323232323
Hybrid approach,Ridge_GLA_BRA_180_df,Particle_Swarm_Optimization,SVM,1001,419,100,50,0.7777777777777778,0.8029100529100529,0.7777777777777778,0.7486383442265795
Hybrid approach,Ridge_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,1001,419,100,50,0.7777777777777778,0.777719421101774,0.7777777777777778,0.7706228956228957
Hybrid approach,Ridge_GLA_BRA_180_df,Particle_Swarm_Optimization,Random_Forest,1001,419,100,50,0.7777777777777778,0.6712962962962963,0.7777777777777778,0.718855218855219
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Particle_Swarm_Optimization,Naive_Bayes,101,54,100,50,0.75,0.6445279866332498,0.75,0.691137566137566
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Particle_Swarm_Optimization,SVM,101,54,100,50,0.75,0.7797619047619047,0.75,0.7175925925925926
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,101,54,100,50,0.7777777777777778,0.6781705948372615,0.7777777777777778,0.7178362573099414
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Particle_Swarm_Optimization,Random_Forest,101,54,100,50,0.6944444444444444,0.5955026455026454,0.6944444444444444,0.6368583495776478
Hybrid approach,chi2_GLA_BRA_180_df,Artificial_Bee_Colony,Naive_Bayes,501,16,500,10,0.75,0.7228446934329287,0.75,0.7299419634945951
Hybrid approach,chi2_GLA_BRA_180_df,Artificial_Bee_Colony,SVM,501,16,500,10,0.75,0.6445279866332498,0.75,0.691137566137566
Hybrid approach,chi2_GLA_BRA_180_df,Artificial_Bee_Colony,kNN,501,16,500,10,0.7222222222222222,0.7027116402116402,0.7222222222222222,0.7021604938271605
Hybrid approach,chi2_GLA_BRA_180_df,Artificial_Bee_Colony,Random_Forest,501,16,500,10,0.75,0.6433856104908737,0.75,0.6924001924001923
Hybrid approach,Ridge_GLA_BRA_180_df,Artificial_Bee_Colony,Naive_Bayes,1001,26,500,10,0.7777777777777778,0.8055555555555556,0.7777777777777778,0.75
Hybrid approach,Ridge_GLA_BRA_180_df,Artificial_Bee_Colony,SVM,1001,26,500,10,0.6388888888888888,0.5952380952380953,0.6388888888888888,0.5686936936936937
Hybrid approach,Ridge_GLA_BRA_180_df,Artificial_Bee_Colony,kNN,1001,26,500,10,0.7222222222222222,0.7178571428571429,0.7222222222222222,0.6971807241415084
Hybrid approach,Ridge_GLA_BRA_180_df,Artificial_Bee_Colony,Random_Forest,1001,26,500,10,0.7222222222222222,0.623015873015873,0.7222222222222222,0.665915915915916
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Artificial_Bee_Colony,Naive_Bayes,101,47,500,10,0.7222222222222222,0.6995149911816578,0.7222222222222222,0.6968749488099335
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Artificial_Bee_Colony,SVM,101,47,500,10,0.6944444444444444,0.6219205630970337,0.6944444444444444,0.6545161762553068
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Artificial_Bee_Colony,kNN,101,47,500,10,0.75,0.771266587443058,0.75,0.740981240981241
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Artificial_Bee_Colony,Random_Forest,101,47,500,10,0.6944444444444444,0.5972222222222222,0.6944444444444444,0.6380375590901907
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,Naive_Bayes,501,221,500,10,0.8055555555555556,0.8322723028605381,0.8055555555555556,0.7777176527176528
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,SVM,501,221,500,10,0.75,0.6485890652557319,0.75,0.6907894736842104
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,221,500,10,0.7777777777777778,0.7970620996936787,0.7777777777777778,0.7694989106753812
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,Random_Forest,501,221,500,10,0.75,0.6485890652557319,0.75,0.6907894736842104
Hybrid approach,Ridge_GLA_BRA_180_df,Particle_Swarm_Optimization,Naive_Bayes,1001,440,500,10,0.7222222222222222,0.6352687273739905,0.7222222222222222,0.6721317181843498
Hybrid approach,Ridge_GLA_BRA_180_df,Particle_Swarm_Optimization,SVM,1001,440,500,10,0.7222222222222222,0.6393298059964727,0.7222222222222222,0.67619825708061
Hybrid approach,Ridge_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,1001,440,500,10,0.7777777777777778,0.777719421101774,0.7777777777777778,0.7706228956228957
Hybrid approach,Ridge_GLA_BRA_180_df,Particle_Swarm_Optimization,Random_Forest,1001,440,500,10,0.75,0.6492504409171076,0.75,0.691301349196086
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Particle_Swarm_Optimization,Naive_Bayes,101,51,500,10,0.7222222222222222,0.6349206349206349,0.7222222222222222,0.6709340919867236
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Particle_Swarm_Optimization,SVM,101,51,500,10,0.6666666666666666,0.5692340067340067,0.6666666666666666,0.6062082816468782
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,101,51,500,10,0.6944444444444444,0.6006493506493507,0.6944444444444444,0.6300166265336544
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Particle_Swarm_Optimization,Random_Forest,101,51,500,10,0.75,0.648989898989899,0.75,0.6944444444444444
Hybrid approach,chi2_GLA_BRA_180_df,Artificial_Bee_Colony,Naive_Bayes,501,44,50,200,0.8055555555555556,0.8322723028605381,0.8055555555555556,0.7777176527176528
Hybrid approach,chi2_GLA_BRA_180_df,Artificial_Bee_Colony,SVM,501,44,50,200,0.75,0.6485890652557319,0.75,0.6907894736842104
Hybrid approach,chi2_GLA_BRA_180_df,Artificial_Bee_Colony,kNN,501,44,50,200,0.75,0.7878028404344194,0.75,0.7398148148148148
Hybrid approach,chi2_GLA_BRA_180_df,Artificial_Bee_Colony,Random_Forest,501,44,50,200,0.75,0.6661329249048548,0.75,0.701371484266221
Hybrid approach,Ridge_GLA_BRA_180_df,Artificial_Bee_Colony,Naive_Bayes,1001,114,50,200,0.75,0.6445279866332498,0.75,0.691137566137566
Hybrid approach,Ridge_GLA_BRA_180_df,Artificial_Bee_Colony,SVM,1001,114,50,200,0.7777777777777778,0.6715969215969216,0.7777777777777778,0.7195378151260504
Hybrid approach,Ridge_GLA_BRA_180_df,Artificial_Bee_Colony,kNN,1001,114,50,200,0.6944444444444444,0.6068121693121693,0.6944444444444444,0.6409439742773075
Hybrid approach,Ridge_GLA_BRA_180_df,Artificial_Bee_Colony,Random_Forest,1001,114,50,200,0.75,0.6485890652557319,0.75,0.6907894736842104
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Artificial_Bee_Colony,Naive_Bayes,101,55,50,200,0.75,0.648989898989899,0.75,0.6944444444444444
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Artificial_Bee_Colony,SVM,101,55,50,200,0.7222222222222222,0.6381874298540965,0.7222222222222222,0.6774608833432363
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Artificial_Bee_Colony,kNN,101,55,50,200,0.6944444444444444,0.6129349046015712,0.6944444444444444,0.6510058568882098
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Artificial_Bee_Colony,Random_Forest,101,55,50,200,0.75,0.648989898989899,0.75,0.6944444444444444
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,Naive_Bayes,501,182,50,200,0.8055555555555556,0.8322723028605381,0.8055555555555556,0.7777176527176528
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,SVM,501,182,50,200,0.7222222222222222,0.6177248677248677,0.7222222222222222,0.6615497076023392
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,182,50,200,0.7777777777777778,0.7550705467372134,0.7777777777777778,0.7522585057414778
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,Random_Forest,501,182,50,200,0.7777777777777778,0.8029100529100529,0.7777777777777778,0.7486383442265795
Hybrid approach,Ridge_GLA_BRA_180_df,Particle_Swarm_Optimization,Naive_Bayes,1001,469,50,200,0.7777777777777778,0.6881313131313131,0.7777777777777778,0.730059700647936
Hybrid approach,Ridge_GLA_BRA_180_df,Particle_Swarm_Optimization,SVM,1001,469,50,200,0.7222222222222222,0.6393298059964727,0.7222222222222222,0.67619825708061
Hybrid approach,Ridge_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,1001,469,50,200,0.75,0.7921075837742504,0.75,0.7426965735789265
Hybrid approach,Ridge_GLA_BRA_180_df,Particle_Swarm_Optimization,Random_Forest,1001,469,50,200,0.7222222222222222,0.625,0.7222222222222222,0.6612862862862863
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Particle_Swarm_Optimization,Naive_Bayes,101,54,50,200,0.6944444444444444,0.5959595959595959,0.6944444444444444,0.6402116402116402
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Particle_Swarm_Optimization,SVM,101,54,50,200,0.7222222222222222,0.6432980599647267,0.7222222222222222,0.6746550472040668
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,101,54,50,200,0.7222222222222222,0.6313264622088152,0.7222222222222222,0.6724491289708681
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Particle_Swarm_Optimization,Random_Forest,101,54,50,200,0.75,0.648989898989899,0.75,0.6944444444444444
Hybrid approach,chi2_GLA_BRA_180_df,Artificial_Bee_Colony,Naive_Bayes,501,19,100,100,0.7777777777777778,0.7552521008403361,0.7777777777777778,0.753908128908129
Hybrid approach,chi2_GLA_BRA_180_df,Artificial_Bee_Colony,SVM,501,19,100,100,0.75,0.6445279866332498,0.75,0.691137566137566
Hybrid approach,chi2_GLA_BRA_180_df,Artificial_Bee_Colony,kNN,501,19,100,100,0.7777777777777778,0.7956349206349205,0.7777777777777778,0.7764656367597543
Hybrid approach,chi2_GLA_BRA_180_df,Artificial_Bee_Colony,Random_Forest,501,19,100,100,0.75,0.7175925925925927,0.75,0.7285803077211747
Hybrid approach,Ridge_GLA_BRA_180_df,Artificial_Bee_Colony,Naive_Bayes,1001,124,100,100,0.7777777777777778,0.6712962962962963,0.7777777777777778,0.7204396910279264
Hybrid approach,Ridge_GLA_BRA_180_df,Artificial_Bee_Colony,SVM,1001,124,100,100,0.75,0.6445279866332498,0.75,0.691137566137566
Hybrid approach,Ridge_GLA_BRA_180_df,Artificial_Bee_Colony,kNN,1001,124,100,100,0.7222222222222222,0.6995149911816578,0.7222222222222222,0.7016612200435729
Hybrid approach,Ridge_GLA_BRA_180_df,Artificial_Bee_Colony,Random_Forest,1001,124,100,100,0.7777777777777778,0.814484126984127,0.7777777777777778,0.7484567901234568
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Artificial_Bee_Colony,Naive_Bayes,101,42,100,100,0.6666666666666666,0.5944989106753813,0.6666666666666666,0.6279461279461279
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Artificial_Bee_Colony,SVM,101,42,100,100,0.6944444444444444,0.6264245014245015,0.6944444444444444,0.6564558629776021
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Artificial_Bee_Colony,kNN,101,42,100,100,0.6944444444444444,0.6098927875243665,0.6944444444444444,0.6484848484848484
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Artificial_Bee_Colony,Random_Forest,101,42,100,100,0.6666666666666666,0.6052631578947368,0.6666666666666666,0.6217592592592592
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,Naive_Bayes,501,224,100,100,0.7777777777777778,0.7595598845598845,0.7777777777777778,0.7559523809523809
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,SVM,501,224,100,100,0.7222222222222222,0.6177248677248677,0.7222222222222222,0.6615497076023392
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,224,100,100,0.7777777777777778,0.7735890652557319,0.7777777777777778,0.7710363872644574
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,Random_Forest,501,224,100,100,0.75,0.6445279866332498,0.75,0.691137566137566
Hybrid approach,Ridge_GLA_BRA_180_df,Particle_Swarm_Optimization,Naive_Bayes,1001,494,100,100,0.8055555555555556,0.8322723028605381,0.8055555555555556,0.7777176527176528
Hybrid approach,Ridge_GLA_BRA_180_df,Particle_Swarm_Optimization,SVM,1001,494,100,100,0.7777777777777778,0.8029100529100529,0.7777777777777778,0.7486383442265795
Hybrid approach,Ridge_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,1001,494,100,100,0.8055555555555556,0.8320279866332498,0.8055555555555556,0.7921075837742505
Hybrid approach,Ridge_GLA_BRA_180_df,Particle_Swarm_Optimization,Random_Forest,1001,494,100,100,0.75,0.6485890652557319,0.75,0.6907894736842104
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Particle_Swarm_Optimization,Naive_Bayes,101,65,100,100,0.7222222222222222,0.6177248677248677,0.7222222222222222,0.6615497076023392
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Particle_Swarm_Optimization,SVM,101,65,100,100,0.7222222222222222,0.6177248677248677,0.7222222222222222,0.6615497076023392
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,101,65,100,100,0.7222222222222222,0.625,0.7222222222222222,0.6612862862862863
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Particle_Swarm_Optimization,Random_Forest,101,65,100,100,0.75,0.6435185185185186,0.75,0.6910774410774411
Hybrid approach,chi2_GLA_BRA_180_df,Artificial_Bee_Colony,Naive_Bayes,501,60,200,50,0.7777777777777778,0.7552521008403361,0.7777777777777778,0.753908128908129
Hybrid approach,chi2_GLA_BRA_180_df,Artificial_Bee_Colony,SVM,501,60,200,50,0.75,0.6485890652557319,0.75,0.6907894736842104
Hybrid approach,chi2_GLA_BRA_180_df,Artificial_Bee_Colony,kNN,501,60,200,50,0.8333333333333334,0.8584656084656085,0.8333333333333334,0.8273420479302832
Hybrid approach,chi2_GLA_BRA_180_df,Artificial_Bee_Colony,Random_Forest,501,60,200,50,0.75,0.6485890652557319,0.75,0.6907894736842104
Hybrid approach,Ridge_GLA_BRA_180_df,Artificial_Bee_Colony,Naive_Bayes,1001,14,200,50,0.75,0.730379188712522,0.75,0.7261147148918047
Hybrid approach,Ridge_GLA_BRA_180_df,Artificial_Bee_Colony,SVM,1001,14,200,50,0.5,0.48692810457516345,0.5,0.377037037037037
Hybrid approach,Ridge_GLA_BRA_180_df,Artificial_Bee_Colony,kNN,1001,14,200,50,0.75,0.7797619047619047,0.75,0.7175925925925926
Hybrid approach,Ridge_GLA_BRA_180_df,Artificial_Bee_Colony,Random_Forest,1001,14,200,50,0.75,0.6564814814814814,0.75,0.6952861952861953
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Artificial_Bee_Colony,Naive_Bayes,101,79,200,50,0.75,0.6433856104908737,0.75,0.6924001924001923
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Artificial_Bee_Colony,SVM,101,79,200,50,0.6944444444444444,0.6234567901234568,0.6944444444444444,0.6515068990559187
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Artificial_Bee_Colony,kNN,101,79,200,50,0.75,0.6452463228779018,0.75,0.6934583934583934
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Artificial_Bee_Colony,Random_Forest,101,79,200,50,0.75,0.6507936507936508,0.75,0.6936936936936937
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,Naive_Bayes,501,224,200,50,0.8055555555555556,0.8322723028605381,0.8055555555555556,0.7777176527176528
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,SVM,501,224,200,50,0.7222222222222222,0.6177248677248677,0.7222222222222222,0.6615497076023392
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,224,200,50,0.7777777777777778,0.8050218137937437,0.7777777777777778,0.7476677805625174
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,Random_Forest,501,224,200,50,0.75,0.6445279866332498,0.75,0.691137566137566
Hybrid approach,Ridge_GLA_BRA_180_df,Particle_Swarm_Optimization,Naive_Bayes,1001,433,200,50,0.75,0.6640211640211641,0.75,0.7023420479302831
Hybrid approach,Ridge_GLA_BRA_180_df,Particle_Swarm_Optimization,SVM,1001,433,200,50,0.75,0.6445279866332498,0.75,0.691137566137566
Hybrid approach,Ridge_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,1001,433,200,50,0.75,0.7477176055607428,0.75,0.7400318979266347
Hybrid approach,Ridge_GLA_BRA_180_df,Particle_Swarm_Optimization,Random_Forest,1001,433,200,50,0.7222222222222222,0.625,0.7222222222222222,0.6612862862862863
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Particle_Swarm_Optimization,Naive_Bayes,101,50,200,50,0.75,0.6445279866332498,0.75,0.691137566137566
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Particle_Swarm_Optimization,SVM,101,50,200,50,0.75,0.730379188712522,0.75,0.7261147148918047
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,101,50,200,50,0.7222222222222222,0.6408730158730158,0.7222222222222222,0.6712962962962963
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Particle_Swarm_Optimization,Random_Forest,101,50,200,50,0.7222222222222222,0.6177248677248677,0.7222222222222222,0.6615497076023392
Hybrid approach,chi2_GLA_BRA_180_df,Artificial_Bee_Colony,Naive_Bayes,501,6,500,20,0.75,0.6466049382716049,0.75,0.694295900178253
Hybrid approach,chi2_GLA_BRA_180_df,Artificial_Bee_Colony,SVM,501,6,500,20,0.5833333333333334,0.43209876543209874,0.5833333333333334,0.485516115871073
Hybrid approach,chi2_GLA_BRA_180_df,Artificial_Bee_Colony,kNN,501,6,500,20,0.75,0.7291666666666666,0.75,0.7344688717237735
Hybrid approach,chi2_GLA_BRA_180_df,Artificial_Bee_Colony,Random_Forest,501,6,500,20,0.6388888888888888,0.5756172839506173,0.6388888888888888,0.6050207961972668
Hybrid approach,Ridge_GLA_BRA_180_df,Artificial_Bee_Colony,Naive_Bayes,1001,237,500,20,0.7222222222222222,0.621653038319705,0.7222222222222222,0.6669389978213507
Hybrid approach,Ridge_GLA_BRA_180_df,Artificial_Bee_Colony,SVM,1001,237,500,20,0.7222222222222222,0.621653038319705,0.7222222222222222,0.6669389978213507
Hybrid approach,Ridge_GLA_BRA_180_df,Artificial_Bee_Colony,kNN,1001,237,500,20,0.7777777777777778,0.8086361737677527,0.7777777777777778,0.7667107583774251
Hybrid approach,Ridge_GLA_BRA_180_df,Artificial_Bee_Colony,Random_Forest,1001,237,500,20,0.75,0.6445279866332498,0.75,0.691137566137566
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Artificial_Bee_Colony,Naive_Bayes,101,81,500,20,0.7777777777777778,0.6715969215969216,0.7777777777777778,0.7195378151260504
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Artificial_Bee_Colony,SVM,101,81,500,20,0.8055555555555556,0.8322723028605381,0.8055555555555556,0.7777176527176528
