Type,211650_x_at,214344_at,216042_at,208013_s_at,202110_at,216753_at,206633_at,205999_x_at,204457_s_at,206778_at,216518_at,207494_s_at,34031_i_at,203332_s_at,218425_at,219746_at,215790_at,203933_at,217633_at,219017_at,215242_at,204629_at,219924_s_at,207925_at,221604_s_at,203651_at,222188_at,201900_s_at,201555_at,206712_at,216920_s_at,201919_at,215267_s_at,222005_s_at,65718_at,207293_s_at,218971_s_at,210081_at,201479_at,219523_s_at,205343_at,209990_s_at,201862_s_at,218209_s_at,205834_s_at,201253_s_at,221396_at,204846_at,216344_at,207391_s_at,209789_at,202816_s_at,216729_at,207124_s_at
2.0,0.08483294507590597,0.5281762701117537,0.19001358857606007,0.5719696969696967,0.5977660354239827,0.6598062953995139,0.47421131697545965,0.07302545781323633,0.34040575597682265,0.4069414703782999,0.45588868168125013,0.17374895412386723,0.866714611939855,0.06659308314937486,0.2198316183348921,0.3221482098251464,0.5159734779987964,0.3482145998240986,0.4590143164829612,0.9317818674655827,0.2942329425060039,0.5276686313032084,0.44580012694830373,0.2714180454149661,0.5278940543300794,0.7079682528222291,0.42725001687934805,0.7207364997129954,0.5086375614491996,0.5983965399018929,0.04209898456402636,0.7108950862439608,0.4852045256744993,0.48969635797796257,0.3941349579224521,0.5870486770939929,0.6406214320665469,0.4942421413009651,0.3949166072527615,0.3834461617064752,0.5121680392338275,0.5647650222118293,0.44960990088097064,0.7644224381169741,0.3927611689620426,0.5562326342303655,0.554360812425332,0.6070356785595178,0.4863984674329504,0.5859505240768772,0.4800632911392411,0.8665661827427139,0.1985306261924425,0.2490964124701466
3.0,0.11833773705851978,0.588174684948877,0.20131356235249215,0.6956256109481933,0.6243285525178586,0.7662227602905582,0.6146720080120174,0.06617058817082914,0.34296891586104034,0.4662740899357592,0.5436092382728421,0.19050077439339158,0.3889053649277858,0.07067362365375641,0.2399518003519841,0.38651124063280673,0.6970062286517992,0.3633773087071234,0.6463955403522075,0.9865931949497112,0.32870108772425505,0.6825474787164373,0.8350648575629183,0.3590327550405269,0.7159865888155023,0.5519398474526447,0.5181284180676528,0.9466611718646522,0.45591838621688713,0.6672820296429122,0.03926095886786827,0.5601740182325641,0.6845082680591829,0.6124148372445124,0.4631111570034582,0.7396579447449215,0.37752813570380045,0.6030189853719277,0.23439547113702977,0.5151360326989397,0.6491163135005077,0.6871638999298584,0.19515190640770172,0.8330858272824614,0.4781659388646293,0.5761323996572281,0.6603345280764663,0.6863954651550513,0.6850574712643678,0.592414458262275,0.5868143459915629,0.24439953954069957,0.20949397727596328,0.2645819231407809
3.0,0.1108644330138679,0.6924784021558205,0.20475838558180565,0.7922776148582604,0.6213200301946241,0.8116222760290533,0.7098147220831248,0.07150763296036126,0.35059366925399105,0.5016059957173453,0.6268110744512961,0.19560999056486292,0.6979299504730273,0.08324971570004708,0.25033692188168843,0.41948376353039174,0.7978702029334953,0.7935971855760767,0.6282782212086677,0.6997182395320638,0.3702676931770021,0.7639161755075295,0.46047513386535877,0.32359836559716154,0.49986897890896403,0.8210637057971091,0.5768685436499913,0.6342301635194216,0.6935476414294742,0.796191782266997,0.020688726303688093,0.4699293870739726,0.8975195822454309,0.8035999663554565,0.5454592389901387,0.7947668469521988,0.6461099331267329,0.6770930594460033,0.6421576692686908,0.7990803423170261,0.7398908115110552,0.778700023380873,0.5468315763783361,0.6698725213571664,0.5660060463553893,0.4419582961853735,0.749462365591401,0.7956818939646562,0.7727969348659008,0.5831401179093135,0.6308016877637125,0.6766018766200952,0.2371216220064356,0.23065428677250038
1.0,0.011522646612779474,0.11896647380518488,0.1695830452714138,0.30449657869012614,0.3014211165446848,0.5369249394673122,0.21369554331497156,0.2198051485495731,0.30627948281129436,0.15506780870806697,0.1164108449289898,0.0,0.5404519706990123,0.4271523178807954,0.1433780976994182,0.27618651124063376,0.3375527426160361,0.13980650835532135,0.2921576080070953,0.9650617019758904,0.0785598248340156,0.32236411263916137,0.594307941864187,0.0,0.44339552915723196,0.856704502673962,0.0632637904260354,0.8178988269578921,0.5303123699742647,0.18566380083337566,0.015796739637598645,0.8111231754683855,0.29416884247171404,0.3565480696442104,0.18008157364861302,0.41967548604005367,0.5043834610993312,0.16285403050109198,0.5274553176968128,0.08915570315493664,0.3033219209771424,0.22048164601356218,0.8207039891669744,0.6432512915907862,0.15451797111185567,0.3717854391538054,0.23046594982079185,0.2468322774258082,0.22854406130268182,0.6916792815579871,0.0,0.6018849017383168,0.018116581712560934,0.15352686496634713
2.0,0.11102077828676822,0.6913687881429804,0.21120699930865133,0.7337487781036188,0.2148084938790252,0.7957627118644081,0.6671256885327975,0.06626373987660139,0.6184464662051252,0.5610278372590982,0.6303973604934721,0.1924412084097348,0.6308461105014971,0.10221419492942645,0.3286772050546212,0.8344712739383838,0.7377938517179027,0.5814599824098505,0.5888762194349393,0.871096369213211,0.41280548100014125,0.6940078585461675,0.2762047882296134,0.34489918949695364,0.29705504901532637,0.5300221240079007,0.6096144757274998,0.5087426224923843,0.9914780169823252,0.6773036552560775,0.022853322173639043,0.19746114102909795,0.7539164490861634,0.6629657666750772,0.5362176674066796,0.7982751059786605,0.6447480019572664,0.6744475568005006,1.0,0.5229275769574657,0.7456278338114166,0.7269113864858564,0.8950550705012634,0.7759431934533345,0.5818777292576396,0.5925178959395477,0.7254480286738347,0.7752584194731584,0.7109195402298842,0.5928232446139206,0.5981012658227854,0.4359953291538648,0.2707691431500414,0.5564630455050511
2.0,0.12676474726786646,0.8901482127288564,0.21248241828974643,0.8456744868035222,0.6542606146137611,0.8742130750605316,0.7602653980971428,1.0,0.3410556076242354,0.5889543183440381,0.6839764739635631,0.2066829259608715,0.7611064978202202,0.10412067696835942,0.2985999904869112,0.4482098251457119,0.9152099658428752,0.3857871591908525,0.912200684150512,0.7498573364719311,0.5759641192258795,0.8392272429600535,0.40887661601393166,0.42300221046285885,0.5820360005643984,0.5381909884635417,1.0,0.7728684338342444,0.7069470342574479,0.7210823355662216,0.025787552130683837,0.6463888301864801,0.885117493472586,0.7448061233072603,0.6373070370179162,0.9074696681771709,0.6484056434513129,0.7886710239651428,0.5072484963711815,0.6389066291991311,0.7509947256407887,0.9378068739770894,0.28863398389217315,0.632195587097379,0.5962378233120575,0.6007582511750299,0.7946236559139804,0.8684561520506842,0.8701149425287356,0.6779210659104121,0.9405063291139233,0.48876595251306443,0.32777856878434947,0.21293375394321767
2.0,0.08774096715185811,0.5410953475469604,0.19063341836126502,0.6003176930596296,0.8031660594921605,0.6978208232445517,0.5108913370055059,0.05324441911692171,0.5566536005923747,0.41871877230549664,0.48551140438961315,0.56155092304132,0.14968563717785252,0.07191116462639666,0.22864708027461084,0.34288093255620283,0.5732368896925837,0.35521547933157344,0.5003167363486655,0.806698052642842,0.29453312614776084,0.5726915520628684,0.4054859027706197,0.2972737624757202,0.5262344538436211,0.7108820207625305,0.4464924718114932,0.7714554847445662,0.3188269559723229,0.631415159027375,0.010269804849656781,0.6496972170199752,0.544168842471714,0.5150138783749697,0.41220506995714823,0.6382107878965049,0.715878323275159,0.5170401493930916,0.7665734325393205,0.4221484225316137,0.5551957064865364,0.5972644376899683,0.6517843787149956,0.570750255973363,0.42693987235472003,0.510477888668646,0.5706093189964195,0.616205401800599,0.5620689655172438,0.59050465952568,0.5088607594936727,0.24257757828222107,0.16299228293988688,0.5045147447604694
1.0,0.08208126827285413,0.4936197194261697,0.18671180298948659,0.548753665689149,0.6347763300403687,0.6790556900726397,0.4684526790185254,0.04104154566077436,0.34665572361369285,0.40265881513204693,0.4437670348586998,0.17647268260552335,0.35557104303211895,0.058967154993645174,0.2132200218801034,0.3063280599500422,0.524613220815753,0.3396657871591912,0.47421766121880143,0.9246736571795421,0.21925766351179538,0.527504911591354,0.44976048001649227,0.2838770178846543,0.5222299117791319,0.5788135549516003,0.4273850516507996,0.6172306197842309,0.6392180733845986,0.6104224906376904,0.014603806802603259,0.7901287647474633,0.46388163620539613,0.3031373538565049,0.39434147348856424,0.6025434877941807,0.6265331919752081,0.5107376283846885,0.4890526072040125,0.4017115851322007,0.538262237438697,0.5603226560673376,0.7901101410025267,0.6789664147315597,0.39326503191132,0.818331328064815,0.5289127837514945,0.595281760586861,0.5044061302681984,0.5871066229776252,0.4944092827004228,0.4347779277675169,0.16796423384685497,0.7390388127562295
2.0,0.2629883835462239,1.0,0.2265835459031631,0.9908357771260993,0.42758213265942485,0.9501210653753039,0.9467951927891854,0.07688303433462283,0.3568255135381445,1.0,0.84363792856118,0.3437772595375001,0.38089801002402257,0.09769884273195517,0.27313662380491793,1.0,1.0,1.0,0.7663752692258967,0.17096440544974684,0.76677496821585,1.0,0.3080883429991263,0.5888539085002334,0.8205212623714144,0.39860861134461345,0.8511241644723537,0.8578440751806672,0.1545900047772421,0.8022047576348958,0.025421975939314275,0.4543857987130816,0.8925152306353363,1.0,0.8325158758841456,0.9624323929250115,0.8258726145816343,1.0,0.22744861458961743,1.0,0.8701767372998984,1.0,0.4251489934576706,0.5237644888739516,0.8155861605643264,0.13391442841191353,1.0,1.0,1.0,0.5973646054892343,0.7524261603375523,0.46498935808992203,0.40968192043739515,0.27534195839027337
3.0,0.17133878457184828,0.8701751604977426,0.21410351157412913,0.9210654936461423,0.19750128545953904,0.8439467312348664,0.8546569854782158,0.06803910179837583,0.34822468814888075,0.6959314775160574,0.8302969444842918,1.0,0.1655668910703167,0.09462171382701158,0.4790315675984211,0.8541215653621984,0.9361060880048231,0.8924186455584872,0.7277334346889653,0.1979777444896215,1.0,0.8875245579567755,0.06261697960689397,0.4400830598164648,0.5170428203801627,0.0,0.7873877523462305,0.683963027832154,0.5359063660600089,0.7595337306819966,0.024580188656555563,0.3910454939625586,0.8600957354221076,0.81192699133653,0.664257318395375,1.0,0.7935450986788453,0.8346560846560864,0.40174768285771706,0.6557670200536462,0.9361524937540451,0.9039046060322642,0.5147733803604186,0.47891639245601525,0.6545179711118575,0.9206433016818287,0.8750298685782592,0.9190563521173715,0.9421455938697314,0.5815624580834305,1.0,0.32412690788329496,0.38170686562063955,0.2540134612191727
3.0,0.10481387095261177,0.6851073947848141,0.33997663718501897,0.6787634408602148,0.056757141137987854,0.7911622276029036,0.5932648973460172,0.06642264572762449,0.34353073979525783,0.4810849393290516,0.5695739492181884,0.19083901518523252,0.6142456775111951,0.08465449193925996,0.2647651059916599,0.4093255620316407,0.7396021699819156,0.36306068601583164,0.5891296085138716,0.5988515585990444,0.43136389320525503,0.6666666666666643,0.44225750975169137,0.34456427088217484,0.0,0.41285771013939665,0.6001620417257454,0.30162783509706775,0.2205621734909309,0.6790442533888925,0.1026451361530802,0.4132860151427929,0.7214969538729347,0.7013205484060901,0.5654912489028865,0.774448180090632,0.6448907192953842,0.656707127295363,0.4235754373777448,0.5280367863073183,0.7185157768113232,0.6827215337853667,0.7144521685732053,0.6945944678489641,0.567769566677862,0.6993222480935511,0.6675029868578275,0.7519173057685892,0.6735632183908058,0.6904848589367721,0.7303797468354434,0.413808810010849,0.2648688669305466,0.2923408983511923
1.0,0.10448554587952028,0.5624157882222386,0.18808258039907488,0.7491446725317691,0.32904482151257536,0.7365617433414051,0.6186780170255362,0.9169853916207303,0.2843502260240989,0.4528015703069216,0.5433940611103134,0.8287967528883985,0.4145140721848217,0.06147568399224049,0.23300724580234983,0.3637801831806825,0.6690777576853535,0.409393139841688,0.5452932978588607,0.9322633568728158,0.34333945472524335,0.6637197118533072,0.43150487991449976,0.40223725634670693,0.7932957515571352,0.5917682187852938,0.5423671595435827,0.7937388693463643,0.2939236565933648,0.6851099741547556,0.01350707822849479,0.6618595465906856,0.6294604003481267,0.6580873075952571,0.4152511745572818,0.6963894167519401,0.6434594682759746,0.6533613445378178,0.45242926698475977,0.47911610678247474,0.7030628296474494,0.6974514846855282,0.7350868767664683,0.6698139015030128,0.5064662411823979,0.6881908438573855,0.6902031063321408,0.664971657219073,0.6454022988505743,0.5907282145617363,0.5604430379746859,0.5979511217484192,0.14394168066748309,0.2614720494514618
2.0,0.0668063351104582,0.4878338749306486,0.369120556893222,0.4849706744868027,0.497937794698436,0.603874092009688,0.4215072608913384,0.04663612751920559,0.33755780054991436,0.3397573162027108,0.41572227800889444,0.18718957506275274,0.45805777158278765,0.021071643588199785,0.5477002108734603,0.31257285595337303,0.40285312437211346,0.35088830255057213,0.37666286583048514,0.6185569584135818,0.39290507133775937,0.40553372626064094,0.6409750063745412,1.0,0.48966949089907363,0.5631565647449549,0.3635136047532248,0.7543381952519028,0.7623399238723404,0.5561474761327063,0.015912184750662604,0.5721104447375521,0.4399477806788491,0.5447893010345719,0.37245082348081865,0.4785850021926595,0.8280704615886479,0.4945533769063204,0.5014716367159651,0.298122365563928,0.4489682613121111,0.4831657703998117,0.14999330808776595,0.0,0.35513940208263345,0.0,0.42843488649940326,0.5871957319106345,0.3708812260536405,0.5831209560490797,0.4243670886075962,0.30654498173897826,0.3501722812313125,0.23325329825412852
2.0,0.1500289238754864,0.6495204882301648,0.20238634467303965,0.7011241446725316,0.3431137659041426,0.7824455205811139,0.6499749624436627,0.07065282907209947,0.33028515800974506,0.5179336188436836,0.5474824271983939,0.19397219304648256,0.25759957294107205,0.08689544451133893,0.24462906882719493,0.39791840133222284,0.7504520795660021,0.7863148636763413,0.6111744583808405,1.0,0.4196390733154401,0.7306810740013087,0.3099817172741919,0.32768437269743617,0.504028058670573,0.4818804891004451,0.5246100870974284,1.0,0.5773450863756148,0.6830001582361924,0.03189171248394593,0.3745545701647641,0.7208442123585701,0.6075363781646886,0.5443234033765287,0.7604151439847985,0.504583265372696,0.5529878618113928,0.38641584858290207,0.8034231702644014,0.905339132044046,0.719897124152446,0.47720419779718004,0.7183550487326383,0.5017635203224707,0.9410277938872491,0.6853046594982097,0.7485828609536512,0.7293103448275868,0.5928551810476428,0.6142405063291125,0.07731741049615216,0.3117008856109578,0.2596137881709857
1.0,0.10775316208314425,0.6744868035190623,0.2036021646363267,0.7115102639296215,0.45079698491362813,0.774576271186443,0.6433400100150207,0.05983627217832523,0.32538926372585053,0.5049964311206272,0.6143307990245291,0.19075000445053653,0.44127198315489774,0.07813231654291272,0.24286914746872565,0.3925895087427143,0.723327305605786,0.7362884784520672,0.5886228303560126,0.5001533632926742,0.3947414889108632,0.7008840864440078,0.2320224383839588,0.39975885859736165,0.5649495064872236,0.5287173748240136,0.5384511511714282,0.913618768673742,0.6393490622736593,0.7958225644812488,0.0228869936649494,0.20734986555123985,0.7595735422106178,0.6289006644797716,0.5074087459342252,0.7453588656629144,0.6465421627793181,0.6391223155929066,0.4937386885066092,0.5207561629837781,0.661238086425465,0.7094926350245518,0.3458537699084385,0.8671752264680362,0.5644944575075572,0.7929177955318575,0.6974910394265255,0.74258086028676,0.7160919540229875,0.5863720850020118,0.7297468354430389,0.31871899560244815,0.3237463336845404,0.47497413760073576
3.0,0.05068713747439866,0.28580486645002734,0.09928004386487695,0.38538611925708455,0.4648112288993185,0.5400726392251806,0.2968202303455172,0.15924010126138374,0.8819884942600752,0.2941648822269817,0.2983789987089363,0.1588485571359917,0.3785921883804379,1.0,0.2055936959934043,0.21307243963363848,0.3473980309423347,0.3279859278803874,0.33586722412264003,0.893198516299308,0.1334757734143242,0.34544859201047623,0.3574734032453196,0.20322861544644802,0.45775409692873126,0.7392255050101338,0.27911687259469276,0.0,0.29534141868672104,0.538741494804578,0.010144739310504088,0.6753554329687311,0.27828546562228196,0.2309698040205236,0.3561877226495947,0.4224528577693317,0.5134684390800849,0.44242141300965115,0.5452916765689847,0.26427385362115063,0.3935412232812079,0.33621697451484844,0.5604673316590434,0.5216932540271838,0.23883103795767413,0.5414311558136916,0.31839904420549703,0.3967989329776568,0.31168582375478926,0.18028116836249147,0.3948312236286919,0.3001929622605568,0.08313352507332639,0.18391039476877113
1.0,0.05681587217210496,0.4263295553618148,0.17822490285360082,0.43413978494623895,0.6631767807717126,0.5664648910411619,0.4361542313470178,0.04455391291959352,0.28970179317629874,0.2806031406138466,0.2973031128962832,0.1706691827034351,0.3170838399715291,0.03886547595156854,0.2879611865992291,0.2733555370524572,0.4147076552139834,0.34195250659630577,0.3656404408969951,0.8148726728011985,0.16856194377736994,0.3952193844138841,0.6915861485295155,0.2923839506999794,0.708716598020574,0.548953879952761,0.2917426237256107,0.609900946381526,0.7648518284507867,0.61131916240308,0.01157337258467176,0.7341776764047893,0.441688424717145,0.34510892421566275,0.24477257473281946,0.4962724747843914,0.47751998042733645,0.3436819172113311,0.592268270537407,0.31523821688593745,0.42574257425742423,0.461655365910683,0.5010116596729618,0.8273918854489891,0.24664091367147892,0.4023578495442705,0.37013142174432556,0.40621873957986,0.34501915708812403,0.6597364605489233,0.4368143459915596,0.5883858251414082,0.11563060625907681,0.4277449264997
