Type,1007_s_at,215432_at,215431_at,215430_at,215429_s_at,215428_at,215427_s_at,215426_at,215425_at,215424_s_at,215423_at,215422_at,215421_at,215420_at,215419_at,215418_at,215417_at,215416_s_at,215433_at,215434_x_at
3.0,0.2380223251331743,0.33227453660890216,0.3716113089614071,0.20783900654174536,0.028645398968765553,0.1247892624901521,0.053097652050265585,0.35110827434141945,0.3798432068891479,0.6122306246448403,0.35334380610412913,0.33098642143832124,0.32154989384288885,0.18949142156862683,0.25005735260380924,0.4680116959064322,0.18652119280394786,0.44101755776022705,0.40257966616084845,0.8774350086655117
2.0,0.23318253607088407,0.11885328293997037,0.36056399447634463,0.8901762944894106,0.07365856134829162,0.0878341694799019,0.08566374955202834,0.27410931878844347,0.4015226688485396,0.6981684661450371,0.32877019748653585,0.23169767943099331,0.2991507430997885,0.19351803221288466,0.3733654507914651,0.41029239766081915,0.26562260565754403,1.0,0.29742033383915084,0.3739456961294049
3.0,0.44009422598174347,0.31989063568011056,0.4264118031833715,0.12639982259674107,1.0,0.18890653255664885,0.10783690361961133,0.33346872461413657,0.34246702528303397,0.65657647418805,0.3652378815080795,0.3009555284143981,0.29363057324840763,0.15049457282913115,0.36132140399174295,0.39543859649122726,0.28059395016702954,0.5411128062914613,0.3613050075872547,0.6580589254766035
1.0,0.30481569719195856,0.34542237947810767,0.5118104513409419,0.31805078168311424,0.021922795210779365,0.06970972311234302,0.11753621345418011,0.46942091215040105,0.55955759042297,0.6379660794684625,0.47778276481149035,0.4335081543214293,0.37643312101910853,0.1850709033613441,0.4571002523514545,0.4983625730994162,0.3015109258634961,0.522130532633159,0.5391502276176028,0.7332120161756209
2.0,0.330599352196376,0.5389007277552174,0.6707609564648592,0.5432974830912511,0.041452430507712267,0.4487678233927818,0.139582201361834,0.7583265637692924,0.6073092747012978,0.4834222144511961,0.6563061041292649,0.6596019829010699,1.0,0.25463935574229646,0.7630190410644649,0.7386549707602329,0.7314199025406849,0.17608334667936634,0.7921851289833081,0.8293818601964185
2.0,0.28347030007762997,0.3417232921876881,0.5191511010974647,0.40015522785231133,0.036434046688374376,0.14236262771815647,0.11446110449590205,0.46901473830799645,0.9124117240859053,0.5738623945447403,0.4734066427289063,0.4346576621883749,0.3631634819532914,0.5035451680672263,0.5084881853636138,0.5191228070175432,0.3228416439363756,0.5396208602712479,0.5323975720789074,0.7589485846331605
2.0,1.0,0.41996702987415035,0.5935751144705296,0.36339948996562815,0.5558222679903984,0.08186208276014079,0.1266690558490655,0.5727051177904138,0.4107376007520498,0.5578528653232518,0.5632854578096945,0.5384007471801131,0.43503184713375787,0.22454919467787085,0.5607937600367054,0.5842690058479535,0.32811302828772004,0.36713672800222574,0.6321699544764793,0.2508607741190065
3.0,0.4496078378884814,0.18977926098669187,0.2657169852460212,0.1339394611375994,0.01739029537394929,0.08724634959771058,0.10877330897908692,0.26998955552976756,0.4964167377516262,0.4951479652052292,0.23597396768402248,0.22767440189668683,0.2976645435244166,0.15872286414565823,0.34526267492544,0.08438596491228045,0.29581047534401894,0.26383000244443183,0.34347496206373196,0.6121201617562103
1.0,0.39743020049789873,0.5651159985525318,0.840468057271605,0.5622020179620801,0.04763113428527915,0.09410833030578879,0.14847227199685578,0.7957525821051404,0.7977241207225713,0.8150107094461699,0.6490125673249557,0.6886270565414196,0.4732484076433125,0.21082808123249222,0.7331956870841924,0.6790643274853808,1.0,0.5349090081509147,0.8238239757207875,0.5354650491045637
1.0,0.39554568086302444,0.37220055486309467,0.513918162657169,0.39156225745648066,0.04225740247873339,0.06679511619647877,0.08251927723378917,0.490658001624696,0.5203709184176776,0.7112055776544128,0.476324057450629,0.46483224369566706,0.3826963906581753,0.2117034313725491,0.4852030282174796,0.5414619883040939,0.32432805173312107,0.5542284447516371,0.5694992412746589,0.7725129982668979
3.0,0.09595524265867193,0.40589441518234126,0.6642197834144914,0.44572569020955777,0.04103906652259356,0.08827095230902979,0.1102761817782454,0.6130904026923536,0.8050647308346243,0.6681383048476636,0.5910008976660676,0.6208060923916953,0.44554140127388575,0.23037027310924363,0.5877494838265639,0.623567251461989,0.46201232032854195,0.7648794221027164,0.6778452200303481,0.9362276140958989
2.0,0.2979361297748746,0.3700293514535012,0.6049131477578324,0.37238052999223836,0.027869434996700325,0.12364219730337632,0.11582525057513782,0.5642334919345487,0.3874507482780031,0.32055120863749736,0.47486535008976766,0.5072203462892444,0.4105095541401293,0.20995273109243628,0.5194998852947915,0.5578362573099426,0.4409114591314479,0.44841828434636777,0.603414264036419,0.41010976314269193
1.0,0.5829750782985785,0.034377387318564025,0.025437895195873774,0.23250914735558192,0.06291109773520041,0.0566348128161062,0.09466942578698512,0.029302541487758016,0.3353875435939393,1.0,0.0,0.0,0.20727176220806795,0.14565826330532203,0.0,0.0,0.0,0.6532447718671246,0.2295144157814877,0.06573079145002854
2.0,0.4998420644056003,0.26967150496562337,0.3832400610509504,0.28118416675906477,0.013336427519888385,0.09239385564939809,0.05629992716847224,0.36857374956481354,0.8555901792501549,0.7495191677230404,0.39766606822262235,0.3296932250880098,0.32059447983014844,0.187303046218487,0.28596008258775146,0.4365497076023377,0.10905942566428631,0.5522560415384742,0.4196509863429432,0.7156383593298674
1.0,0.44842465936772236,0.2714004261991892,0.285485863798242,0.4672358354584773,0.029965262921250402,0.08521347250513311,0.074045386758535,0.16786584658233908,0.2947153410047059,0.4251868689076365,0.21891831238779308,0.14907680149435767,0.2552016985138009,0.15664390756302515,0.08958476714842727,0.273918128654971,0.28341352784332985,0.5444254322007465,0.20834597875569053,0.6614615829000576
2.0,0.4862970795299413,0.36005789875758926,0.4735809288465728,0.34283179953431714,0.039516146577418684,0.09542276087568823,0.20010173292794317,0.4579319948938147,0.4075344254304265,0.8324736635048303,0.4795780969479349,0.41949852719304437,0.36507430997876983,0.19866071428571347,0.4684560679054838,0.5134502923976594,0.29558061846823414,0.3739221322184475,0.5499241274658575,0.7180762564991338
3.0,0.31856412452820143,0.47380483293796055,0.5967730212951518,0.38984366337731546,0.04032111854843981,0.35381041992382817,0.12196390793170034,0.6534176627596611,0.33093095184211596,0.8012960615465317,0.5865125673249549,0.6103168331058253,0.9099787685774943,0.21903448879551773,0.5490938288598298,0.6333918128654972,0.3244812896503109,0.3095071520689167,0.7212443095599397,0.8880820335066443
2.0,0.5251385282544104,0.21478830766756474,0.402936259902611,0.3026943120079843,0.021473171226965782,0.09292860845889143,0.09016080738951018,0.30503655564581744,0.49869725931212966,0.5862875377016221,0.3627692998204661,0.2819886486098146,0.3220806794055203,0.16119572829131615,0.4061711401697639,0.47368421052631604,0.30704281467406286,0.45732781509984227,0.3485584218512885,0.7570652801848642
1.0,0.42332093048157016,0.5036387760845963,0.7586307144414574,0.3736001774032602,0.043570014431479266,0.09372053246684309,0.12857654824799747,0.7075548334687262,0.8002831792675638,0.9441578878349435,0.6671903052064633,0.5993965083698547,0.4215498938428886,0.2105217086834735,0.6143610919935759,0.8242690058479523,0.47739740721444107,0.5953707528005606,0.7871775417298913,0.5469901790872331
