Method,Dataset,Feature Selection method,Classification method,No. genes,No. selected genes,Iterations,Initialized particles,Accuracy,Precision,Sensitivity,F-measure
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,224.0,100,100,0.777777778,0.773589065,0.777777778,0.771036387
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,270.0,100,10,0.777777778,0.814484127,0.777777778,0.763888889
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,170.0,100,200,0.777777778,0.811194653,0.777777778,0.76521164
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,202.0,100,20,0.75,0.724206349,0.75,0.727805011
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,219.0,100,500,0.777777778,0.755070547,0.777777778,0.752258506
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,129.0,100,50,0.805555556,0.812791783,0.805555556,0.799192909
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,113.0,200,1000,0.75,0.779761905,0.75,0.717592593
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,216.0,200,100,0.777777778,0.755070547,0.777777778,0.752258506
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,126.0,200,10,0.75,0.724206349,0.75,0.727805011
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,121.0,200,200,0.75,0.740079365,0.75,0.721872082
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,246.0,200,20,0.777777778,0.814484127,0.777777778,0.74845679
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,188.0,200,500,0.75,0.72786132,0.75,0.721560847
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,224.0,200,50,0.777777778,0.805021814,0.777777778,0.747667781
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,181.0,500,1000,0.777777778,0.770502646,0.777777778,0.762527233
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,182.0,500,100,0.777777778,0.780771373,0.777777778,0.762215998
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,221.0,500,10,0.777777778,0.7970621,0.777777778,0.769498911
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,196.0,500,200,0.805555556,0.838972431,0.805555556,0.792989418
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,245.0,500,20,0.75,0.779761905,0.75,0.717592593
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,210.0,500,500,0.777777778,0.777719421,0.777777778,0.770622896
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,254.0,500,50,0.777777778,0.755070547,0.777777778,0.752258506
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,182.0,50,1000,0.833333333,0.838585434,0.833333333,0.82842312
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,117.0,50,100,0.777777778,0.780771373,0.777777778,0.762215998
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,257.0,50,10,0.833333333,0.866750209,0.833333333,0.829617958
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,182.0,50,200,0.777777778,0.755070547,0.777777778,0.752258506
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,243.0,50,20,0.833333333,0.838585434,0.833333333,0.82842312
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,186.0,50,500,0.861111111,0.886243386,0.861111111,0.860112564
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,179.0,50,50,0.805555556,0.811838624,0.805555556,0.796568627
Hybrid approach,chi2_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,,0,0,,,,0.86
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,257.0,1000,1000,0.95,0.96,0.95,0.951851852
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,253.0,1000,100,0.975,0.98,0.975,0.976161616
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,244.0,1000,10,0.975,0.98,0.975,0.976161616
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,260.0,1000,200,0.95,0.96,0.95,0.951851852
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,256.0,1000,20,0.975,0.98,0.975,0.976161616
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,229.0,1000,500,0.975,0.98,0.975,0.976161616
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,247.0,1000,50,0.975,0.98,0.975,0.976161616
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,273.0,100,1000,0.975,0.98,0.975,0.976161616
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,255.0,100,100,0.975,0.98,0.975,0.976161616
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,255.0,100,10,0.975,0.98,0.975,0.976161616
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,137.0,100,200,0.95,0.955,0.95,0.949603175
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,248.0,100,20,0.925,0.946666667,0.925,0.929266247
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,235.0,100,500,0.975,0.98,0.975,0.976161616
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,253.0,100,50,0.975,0.98,0.975,0.976161616
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,121.0,200,1000,0.925,0.929074074,0.925,0.925707071
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,227.0,200,100,0.975,0.98,0.975,0.976161616
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,245.0,200,10,0.975,0.98,0.975,0.976161616
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,248.0,200,200,0.975,0.98,0.975,0.976161616
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,248.0,200,20,0.95,0.955,0.95,0.949603175
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,245.0,200,500,0.975,0.98,0.975,0.976161616
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,246.0,200,50,0.95,0.955,0.95,0.949603175
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,105.0,500,1000,0.95,0.96,0.95,0.951851852
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,247.0,500,100,0.975,0.98,0.975,0.976161616
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,255.0,500,10,0.975,0.98,0.975,0.976161616
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,251.0,500,200,0.975,0.98,0.975,0.976161616
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,256.0,500,20,0.975,0.98,0.975,0.976161616
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,242.0,500,500,0.975,0.98,0.975,0.976161616
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,248.0,500,50,0.95,0.955,0.95,0.949603175
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,256.0,50,1000,0.975,0.98,0.975,0.976161616
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,112.0,50,100,0.95,0.96,0.95,0.951851852
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,248.0,50,10,0.975,0.98,0.975,0.976161616
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,255.0,50,200,0.975,0.98,0.975,0.976161616
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,262.0,50,20,0.95,0.955,0.95,0.949603175
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,255.0,50,500,0.975,0.98,0.975,0.976161616
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,247.0,50,50,0.95,0.955,0.95,0.949603175
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,,0,0,,,,0.98
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,207.0,1000,1000,0.805555556,0.832027987,0.805555556,0.792107584
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,173.0,1000,100,0.805555556,0.805224868,0.805555556,0.793391431
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,214.0,1000,10,0.833333333,0.849669312,0.833333333,0.834233916
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,204.0,1000,200,0.833333333,0.838585434,0.833333333,0.82842312
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,250.0,1000,20,0.833333333,0.866750209,0.833333333,0.829617958
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,190.0,1000,500,0.777777778,0.755070547,0.777777778,0.752258506
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,220.0,1000,50,0.805555556,0.800005187,0.805555556,0.793903952
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,182.0,100,1000,0.805555556,0.818783069,0.805555556,0.801718162
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,181.0,100,100,0.777777778,0.777116402,0.777777778,0.76570443
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,236.0,100,10,0.777777778,0.755070547,0.777777778,0.752258506
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,221.0,100,200,0.75,0.7275651,0.75,0.732245703
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,264.0,100,20,0.777777778,0.812441643,0.777777778,0.776936027
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,139.0,100,500,0.805555556,0.805224868,0.805555556,0.793391431
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,207.0,100,50,0.805555556,0.800005187,0.805555556,0.793903952
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,179.0,200,1000,0.805555556,0.805224868,0.805555556,0.793391431
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,172.0,200,100,0.777777778,0.833333333,0.777777778,0.763799514
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,238.0,200,10,0.75,0.724206349,0.75,0.727805011
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,174.0,200,200,0.805555556,0.849206349,0.805555556,0.798611111
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,248.0,200,20,0.805555556,0.849206349,0.805555556,0.79423436
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,168.0,200,500,0.75,0.751009468,0.75,0.732032628
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,216.0,200,50,0.777777778,0.762583542,0.777777778,0.752425044
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,187.0,500,1000,0.805555556,0.805224868,0.805555556,0.793391431
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,178.0,500,100,0.833333333,0.851521164,0.833333333,0.828113653
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,215.0,500,10,0.777777778,0.777116402,0.777777778,0.76570443
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,139.0,500,200,0.777777778,0.805021814,0.777777778,0.747667781
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,268.0,500,20,0.777777778,0.80952381,0.777777778,0.761554622
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,172.0,500,500,0.777777778,0.780771373,0.777777778,0.762215998
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,237.0,500,50,0.75,0.745811287,0.75,0.736383442
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,183.0,50,1000,0.777777778,0.755070547,0.777777778,0.752258506
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,171.0,50,100,0.777777778,0.805021814,0.777777778,0.747667781
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,246.0,50,10,0.777777778,0.796296296,0.777777778,0.761183261
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,114.0,50,200,0.777777778,0.802910053,0.777777778,0.763888889
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,131.0,50,20,0.777777778,0.80952381,0.777777778,0.761554622
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,170.0,50,500,0.777777778,0.814484127,0.777777778,0.74845679
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,180.0,50,50,0.777777778,0.770502646,0.777777778,0.762527233
Hybrid approach,MI_GLA_BRA_180_df,Particle_Swarm_Optimization,kNN,501,,0,0,,,,0.86
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,269.0,1000,1000,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,257.0,1000,100,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,251.0,1000,10,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,268.0,1000,200,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,253.0,1000,20,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,117.0,1000,500,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,263.0,1000,50,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,105.0,100,1000,0.925,0.929074074,0.925,0.925707071
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,238.0,100,100,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,257.0,100,10,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,113.0,100,200,0.925,0.931724138,0.925,0.91871345
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,245.0,100,20,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,249.0,100,500,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,253.0,100,50,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,113.0,200,1000,0.95,0.96,0.95,0.951851852
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,255.0,200,100,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,275.0,200,10,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,236.0,200,200,0.95,0.955,0.95,0.949603175
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,248.0,200,20,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,260.0,200,500,0.95,0.955,0.95,0.949603175
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,254.0,200,50,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,230.0,500,1000,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,257.0,500,100,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,247.0,500,10,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,264.0,500,200,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,250.0,500,20,0.95,0.955,0.95,0.949603175
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,263.0,500,500,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,246.0,500,50,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,109.0,50,1000,0.95,0.955,0.95,0.949603175
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,250.0,50,100,0.925,0.929074074,0.925,0.925707071
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,231.0,50,10,0.95,0.955,0.95,0.949603175
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,263.0,50,200,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,254.0,50,20,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,122.0,50,500,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,112.0,50,50,0.925,0.929074074,0.925,0.925707071
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,,0,0,,,,0.98
